순위,기간시작,기간종료,썸네일_이미지의_URL,영화명(국문),영화코드,하이퍼텍스트_링크,줄거리
2,20140609,20140615,https://ssl.pstatic.net/imgmovie/mdi/mit110/1764/176453_P01_103145.jpg,끝까지 간다,20130442,https://movie.naver.com/movie/bi/mi/basic.nhn?code=176453,"강력반 형사 가오젠샹은 어머니의 부고를 듣고 급히 장례식장으로 차를 몰고 가던 중 사람을 치어 죽인다. 절체절명의 위기에서 시신을 황급히 차 트렁크에 숨긴 후 사고 현장을 떠난다. 교통사고의 피해자는 마약 단속반이 쫓고 있던 지명 수배자. 그러던 어느 날, 가오젠샹에게 한 통의 전화가 걸려 온다. 교통사고를 내고 시신을 숨기는 걸 봤다는 전화. 그 목격자는 시신을 넘기라고 요구하는데..."
3,20140609,20140615,https://ssl.pstatic.net/imgmovie/mdi/mit110/1189/118909_P32_114714.jpg,황제를 위하여,20134591,https://movie.naver.com/movie/bi/mi/basic.nhn?code=118909,"촉망 받는 야구선수였지만 승부 조작에 연루된 후 모든 것을 잃게 된 ‘이환’(이민기).  빠져나갈 곳 없는 인생의 바닥에서 이환은 부산 최대 규모의 조직, 황제 캐피탈의 대표 ‘상하’(박성웅)를 만나게 된다.   돈 앞에선 냉정하지만 자신의 식구들은 의리와 신뢰로 이끄는 상하. 이환의 잠재력을 본능적으로 알아 본 상하는 다른 조직원들의 반대에도 불구하고, 그를 자신의 세계로 끌어들인다.  이긴 놈만 살아남는 도박판 같은 세상.  상하의 절대적인 신임 속에서 이환은 타고난 승부근성과 거침없는 행보로 점점 자신의 영역을 넓히고, 감춰두었던 야망을 키워가는데…!"
4,20140609,20140615,https://ssl.pstatic.net/imgmovie/mdi/mit110/0997/99714_P13_133610.jpg,엑스맨: 데이즈 오브 퓨처 패스트,20147669,https://movie.naver.com/movie/bi/mi/basic.nhn?code=99714,"천재 과학자 ‘트라스크’가 발명한 로봇 ‘센티넬’로 인해 사상 최악의 위기에 직면한 미래.
 오랜 시간 적으로 맞섰던 ‘프로페서 X’와 ‘매그니토’는
 돌연변이는 물론 인류를 위협하는 ‘센티넬’과의 전쟁을 막기 위해 ‘울버린’을 과거로 보낸다. 
 과거로 돌아간 ‘울버린’은 뿔뿔이 흩어졌던 엑스맨들을 모두 불러모아
 인류의 미래를 구원할 거대한 전쟁을 시작하게 되는데…"
5,20140609,20140615,https://ssl.pstatic.net/imgmovie/mdi/mit110/1676/167635_P27_100146.jpg,말레피센트,20148383,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167635,"강력한 어둠의 지배자이자 무어스 숲의 수호자 ‘말레피센트’는 딸처럼 돌봐온 ‘오로라’와 ‘필립 왕자’의 결혼 약속으로 인간 세계의 ‘잉그리스 왕비’와 대립하게 된다.
 이에 요정과 인간의 오랜 연합이 깨지고 숨겨진 요정 종족 다크페이의 리더 ‘코널’까지 등장하면서 두 세계는 피할 수 없는 거대한 전쟁에 휘말리게 되는데….."
6,20140609,20140615,https://ssl.pstatic.net/imgmovie/mdi/mit110/1079/107961_P21_104445.jpg,우는 남자,20132482,https://movie.naver.com/movie/bi/mi/basic.nhn?code=107961,"""진실을 원해?"" 낯선 미국 땅에 홀로 남겨져 냉혈한 킬러로 살아온 곤. 조직의 명령으로 타겟을 제거하던 중 예상치 못한 실수를 저지르고, 그는 자신의 삶에 깊은 회의를 느낀다. 그런 그에게 조직은 또 다른 명령을 내리고, 곤은 마지막 임무가 될 타겟을 찾아 자신을 버린 엄마의 나라, 한국을 찾는다.  ""당신 이름이 뭐야? 나한테 왜 이러는 거야?"" 남편과 딸을 잃고, 치매에 걸린 엄마를 돌보며 하루하루 절망 속에서 살아가고 있는 여자, 모경. 엄청난 사건에 연루된 것도 모른 채 일만 파고들며 술과 약이 없으면 잠을 이루지 못하던 그녀 앞에 딸의 죽음 뒤에 감춰진 진실을 알려주겠다는 한 남자가 다가온다.  잃을 것이 없는 남자와 남은 게 없는 여자, 그들이 절벽의 끝에서 만났다"
7,20140609,20140615,https://ssl.pstatic.net/imgmovie/mdi/mit110/1533/153354_P01_152715.jpg,하이힐,20136062,https://movie.naver.com/movie/bi/mi/basic.nhn?code=153354,In the year 4015 exist beautiful android artisans who live only for their “obsession”. But what will this human-like emotion of obsession cause these androids to do?
8,20140609,20140615,https://ssl.pstatic.net/imgmovie/mdi/mit110/1904/190454_P01_152856.jpg,경주,20133641,https://movie.naver.com/movie/bi/mi/basic.nhn?code=190454,"뜨거운 여름날. 대학원생 경주는 이번 학기가 지나면 학위를 얻지 못한다. 근근히 하고 있는 아르바이트도 졸업 유무에 따라 잘릴 위기에 처한다. 느린 호흡의 인물 중심 비주류 영화만 찍는 경주에게, 교수와 주변 사람들은 대중적이고 상업적인 주류의 영화를 찍길 권하지만 경주는 그런 글을 쓸 수가 없다. 경주는 자신이 가르치는 학생인 예빈의 부탁으로 뒤늦게 예빈의 시나리오를 읽게 되는데, 사람들이 말하는 대중적인 글에 부합하는 예빈의 시나리오를 보고 흔들린다.
 
 [제45회 서울독립영화제]"
9,20140609,20140615,https://ssl.pstatic.net/imgmovie/mdi/mit110/1824/182407_P00_105405.jpg,그녀,20148748,https://movie.naver.com/movie/bi/mi/basic.nhn?code=182407,"100년 전, 소녀들이 대한독립을 위해 세상에 맞서기 시작했다.
 우리가 기억해야 할 그 시절 모든 소녀들의 이름,
 그녀들이 남긴 그날의 가장 생생한 기록!"
10,20140609,20140615,https://ssl.pstatic.net/imgmovie/mdi/mit110/1012/101248_P09_170219.jpg,베스트 오퍼,20148834,https://movie.naver.com/movie/bi/mi/basic.nhn?code=101248,최고가로 미술품을 낙찰시키는 세기의 경매사이자 예술품의 가치를 알아보는 완벽한 감정인 올드먼(제프리 러쉬). 고저택에 은둔한 여인으로부터 감정 의뢰를 받으면서 예상치 못한 인생의 변화를 맞이하게 되는데…
1,20140602,20140608,https://ssl.pstatic.net/imgmovie/mdi/mit110/0905/90589_P52_110051.jpg,엣지 오브 투모로우,20148807,https://movie.naver.com/movie/bi/mi/basic.nhn?code=90589,"가까운 미래, 미믹이라 불리는 외계 종족의 침략으로 인류는 멸망 위기를 맞는다. 빌 케이지(톰 크루즈)는 자살 작전이나 다름없는 작전에 훈련이나 장비를 제대로 갖추지 못한 상태로 배정되고 전투에 참여하자마자 죽음을 맞는다.  하지만 불가능한 일이 일어난다.  그가 다시 그 끔찍한 날이 시작된 시간에 다시 깨어나 다시 전투에 참여하게 되고 다시 죽었다가 또 다시 살아나는 것.  외계인과의 접촉으로 같은 시간대를 반복해서 겪게 되는 타임 루프에 갇히게 된 것이다."
2,20140602,20140608,https://ssl.pstatic.net/imgmovie/mdi/mit110/1764/176453_P01_103145.jpg,끝까지 간다,20130442,https://movie.naver.com/movie/bi/mi/basic.nhn?code=176453,"강력반 형사 가오젠샹은 어머니의 부고를 듣고 급히 장례식장으로 차를 몰고 가던 중 사람을 치어 죽인다. 절체절명의 위기에서 시신을 황급히 차 트렁크에 숨긴 후 사고 현장을 떠난다. 교통사고의 피해자는 마약 단속반이 쫓고 있던 지명 수배자. 그러던 어느 날, 가오젠샹에게 한 통의 전화가 걸려 온다. 교통사고를 내고 시신을 숨기는 걸 봤다는 전화. 그 목격자는 시신을 넘기라고 요구하는데..."
3,20140602,20140608,https://ssl.pstatic.net/imgmovie/mdi/mit110/0997/99714_P13_133610.jpg,엑스맨: 데이즈 오브 퓨처 패스트,20147669,https://movie.naver.com/movie/bi/mi/basic.nhn?code=99714,"천재 과학자 ‘트라스크’가 발명한 로봇 ‘센티넬’로 인해 사상 최악의 위기에 직면한 미래.
 오랜 시간 적으로 맞섰던 ‘프로페서 X’와 ‘매그니토’는
 돌연변이는 물론 인류를 위협하는 ‘센티넬’과의 전쟁을 막기 위해 ‘울버린’을 과거로 보낸다. 
 과거로 돌아간 ‘울버린’은 뿔뿔이 흩어졌던 엑스맨들을 모두 불러모아
 인류의 미래를 구원할 거대한 전쟁을 시작하게 되는데…"
4,20140602,20140608,https://ssl.pstatic.net/imgmovie/mdi/mit110/1676/167635_P27_100146.jpg,말레피센트,20148383,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167635,"강력한 어둠의 지배자이자 무어스 숲의 수호자 ‘말레피센트’는 딸처럼 돌봐온 ‘오로라’와 ‘필립 왕자’의 결혼 약속으로 인간 세계의 ‘잉그리스 왕비’와 대립하게 된다.
 이에 요정과 인간의 오랜 연합이 깨지고 숨겨진 요정 종족 다크페이의 리더 ‘코널’까지 등장하면서 두 세계는 피할 수 없는 거대한 전쟁에 휘말리게 되는데….."
5,20140602,20140608,https://ssl.pstatic.net/imgmovie/mdi/mit110/1079/107961_P21_104445.jpg,우는 남자,20132482,https://movie.naver.com/movie/bi/mi/basic.nhn?code=107961,"""진실을 원해?"" 낯선 미국 땅에 홀로 남겨져 냉혈한 킬러로 살아온 곤. 조직의 명령으로 타겟을 제거하던 중 예상치 못한 실수를 저지르고, 그는 자신의 삶에 깊은 회의를 느낀다. 그런 그에게 조직은 또 다른 명령을 내리고, 곤은 마지막 임무가 될 타겟을 찾아 자신을 버린 엄마의 나라, 한국을 찾는다.  ""당신 이름이 뭐야? 나한테 왜 이러는 거야?"" 남편과 딸을 잃고, 치매에 걸린 엄마를 돌보며 하루하루 절망 속에서 살아가고 있는 여자, 모경. 엄청난 사건에 연루된 것도 모른 채 일만 파고들며 술과 약이 없으면 잠을 이루지 못하던 그녀 앞에 딸의 죽음 뒤에 감춰진 진실을 알려주겠다는 한 남자가 다가온다.  잃을 것이 없는 남자와 남은 게 없는 여자, 그들이 절벽의 끝에서 만났다"
6,20140602,20140608,https://ssl.pstatic.net/imgmovie/mdi/mit110/1533/153354_P01_152715.jpg,하이힐,20136062,https://movie.naver.com/movie/bi/mi/basic.nhn?code=153354,In the year 4015 exist beautiful android artisans who live only for their “obsession”. But what will this human-like emotion of obsession cause these androids to do?
7,20140602,20140608,https://ssl.pstatic.net/imgmovie/mdi/mit110/1199/119914_P14_104907.jpg,극장판 루팡 3세 VS 명탐정 코난,20148648,https://movie.naver.com/movie/bi/mi/basic.nhn?code=119914,"은행 금고에 보관되어 있는 희귀 보석 ‘체리 사파이어’를 훔치겠다는 예고장이 경찰에 도착한다.  예고장의 장본인 루팡 3세는 추격을 따돌리고 결국 체리사파이어를 손에 넣는데 성공한다.  한편, 세계적 팝스타에게 날아든 의문의 협박편지. 범인을 찾던 코난 일행은 우연히’베스파니아 왕국 사건’ 때 만났던 루팡 3세의 파트너 알마로스가 에밀리오의 보디가드인 것을 보고, 그들이 무언가를 꾸미고 있다는 걸 직감한다. 공연 당일. 코난과 홍장미는 정체를 알 수 없는 자들에게서 체리 사파이어를 둘러싼 무서운 거래가 이루어 진다는 정보를 입수하고, 마침내, 루팡 3세 일당과 조대포 경감, 그리고 경찰들까지 움직이기 시작하는데…  과연, 루팡 3세 일당의 진짜 목적은 무엇이며,  코난은 그 계획을 저지할 수 있을 것인가?"
8,20140602,20140608,https://ssl.pstatic.net/imgmovie/mdi/mit110/1798/179802_P01_142912.jpg,오큘러스,20148686,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179802,
9,20140602,20140608,https://ssl.pstatic.net/imgmovie/mdi/mit110/1824/182407_P00_105405.jpg,그녀,20148748,https://movie.naver.com/movie/bi/mi/basic.nhn?code=182407,"100년 전, 소녀들이 대한독립을 위해 세상에 맞서기 시작했다.
 우리가 기억해야 할 그 시절 모든 소녀들의 이름,
 그녀들이 남긴 그날의 가장 생생한 기록!"
10,20140602,20140608,https://ssl.pstatic.net/imgmovie/mdi/mit110/1133/113353_P79_101531.jpg,인간중독,20133322,https://movie.naver.com/movie/bi/mi/basic.nhn?code=113353,"모두의 신임을 받으며 승승장구 중인 교육대장 ‘김진평(송승헌)’과 남편을 장군으로 만들려는 야망을 가진 ‘진평’의 아내 ‘이숙진(조여정)’.  어느 날, ‘김진평’의 부하로 충성을 맹세하는 ‘경우진(온주완)’과 그의 아내 ‘종가흔(임지연)’이 이사를 온다.  ‘진평’은 ‘우진’의 아내 ‘가흔’에게 첫 만남부터 강렬한 떨림을 느끼는데…  누구에게도 말할 수 없는 비밀을 간직한 여인 ‘가흔’과 그녀에게 걷잡을 수 없이 빠져드는 ‘진평’. 만나지 말았어야 할 두 사람, 최상류층 군관사 안, 누구도 알아서는 안 될 치명적 스캔들이 시작된다!  ""당신을 안 보면 숨을 쉴 수가 없어“ ""왜 이렇게 가슴이 뛰죠?"""
1,20140526,20140601,https://ssl.pstatic.net/imgmovie/mdi/mit110/0997/99714_P13_133610.jpg,엑스맨: 데이즈 오브 퓨처 패스트,20147669,https://movie.naver.com/movie/bi/mi/basic.nhn?code=99714,"천재 과학자 ‘트라스크’가 발명한 로봇 ‘센티넬’로 인해 사상 최악의 위기에 직면한 미래.
 오랜 시간 적으로 맞섰던 ‘프로페서 X’와 ‘매그니토’는
 돌연변이는 물론 인류를 위협하는 ‘센티넬’과의 전쟁을 막기 위해 ‘울버린’을 과거로 보낸다. 
 과거로 돌아간 ‘울버린’은 뿔뿔이 흩어졌던 엑스맨들을 모두 불러모아
 인류의 미래를 구원할 거대한 전쟁을 시작하게 되는데…"
2,20140526,20140601,https://ssl.pstatic.net/imgmovie/mdi/mit110/1764/176453_P01_103145.jpg,끝까지 간다,20130442,https://movie.naver.com/movie/bi/mi/basic.nhn?code=176453,"강력반 형사 가오젠샹은 어머니의 부고를 듣고 급히 장례식장으로 차를 몰고 가던 중 사람을 치어 죽인다. 절체절명의 위기에서 시신을 황급히 차 트렁크에 숨긴 후 사고 현장을 떠난다. 교통사고의 피해자는 마약 단속반이 쫓고 있던 지명 수배자. 그러던 어느 날, 가오젠샹에게 한 통의 전화가 걸려 온다. 교통사고를 내고 시신을 숨기는 걸 봤다는 전화. 그 목격자는 시신을 넘기라고 요구하는데..."
3,20140526,20140601,https://ssl.pstatic.net/imgmovie/mdi/mit110/1676/167635_P27_100146.jpg,말레피센트,20148383,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167635,"강력한 어둠의 지배자이자 무어스 숲의 수호자 ‘말레피센트’는 딸처럼 돌봐온 ‘오로라’와 ‘필립 왕자’의 결혼 약속으로 인간 세계의 ‘잉그리스 왕비’와 대립하게 된다.
 이에 요정과 인간의 오랜 연합이 깨지고 숨겨진 요정 종족 다크페이의 리더 ‘코널’까지 등장하면서 두 세계는 피할 수 없는 거대한 전쟁에 휘말리게 되는데….."
